id,label_0,label_1,label_2,label_3
100094,0.9566204,0.008974994,0.0031813548,0.031223223
100095,0.07623115,0.018162293,0.4071898,0.4984168
100096,0.95637727,0.019148067,0.0230812,0.001393391
100097,0.72899336,0.15906687,0.103500105,0.008439781
100098,0.9310833,0.038506284,0.029263182,0.001147249
100099,0.9283522,0.030707583,0.03899973,0.0019405981
100100,0.98009586,0.008241546,0.009500326,0.0021622502
100101,0.84168726,0.058713548,0.07075662,0.028842522
100102,0.06430568,0.008319696,0.6864591,0.24091554
100103,0.91701615,0.0469231,0.030890983,0.0051697916
100104,0.9886917,0.005958387,0.0034556265,0.0018943906
100105,0.965846,0.015743917,0.014368058,0.0040419726
100106,0.024156535,0.00457979,0.0077830395,0.96348065
100107,0.4875726,0.03287989,0.09400083,0.38554668
100108,0.5926077,0.06603069,0.16261584,0.1787458
100109,0.86388546,0.007989153,0.089097604,0.039027695
100110,0.93392307,0.011985018,0.046327036,0.0077648917
100111,0.037584797,0.012812959,0.028064085,0.9215382
100112,0.18347487,0.037689492,0.10033907,0.6784966
100113,0.983631,0.00784327,0.007193955,0.0013317413
100114,0.25966159,0.28641418,0.42622957,0.027694726
100115,0.8262556,0.08520034,0.06355973,0.024984373
100116,0.053175293,0.009743747,0.02161047,0.9154705
100117,0.052834105,0.015540358,0.03135486,0.9002707
100118,0.96877575,0.012215375,0.015588668,0.0034201266
100119,0.09790924,0.021418706,0.30234462,0.5783274
100120,0.15386167,0.008829602,0.17144497,0.6658638
100121,0.07689539,0.012601764,0.77024037,0.14026248
100122,0.9437871,0.018665878,0.036255673,0.0012914076
100123,0.9080006,0.022162974,0.06430815,0.0055282447
100124,0.94255865,0.017047847,0.03310729,0.0072862273
100125,0.8959393,0.038864084,0.03981242,0.025384218
100126,0.98564154,0.0062826853,0.0062006107,0.0018750954
100127,0.046153866,0.014138844,0.05135261,0.88835466
100128,0.748455,0.15392207,0.091189265,0.006433667
100129,0.91451615,0.027969537,0.014199385,0.04331494
100130,0.54707867,0.06398142,0.18564375,0.2032962
100131,0.19207889,0.032315303,0.21728167,0.55832416
100132,0.09014938,0.017429393,0.4628164,0.4296049
100133,0.12638682,0.027960014,0.100185685,0.7454674
100134,0.9618954,0.011091121,0.024419198,0.0025942174
100135,0.87820506,0.052885946,0.037218634,0.031690378
100136,0.061854377,0.019388324,0.19594608,0.7228112
100137,0.84709823,0.013382004,0.13126844,0.0082513075
100138,0.96635133,0.01834357,0.009081113,0.0062240013
100139,0.08322081,0.015091881,0.04747266,0.8542146
100140,0.5846472,0.053457826,0.32580602,0.036089063
100141,0.43112484,0.0539192,0.17404231,0.34091368
100142,0.837749,0.06529263,0.038303237,0.058655027
100143,0.97324085,0.011643919,0.011986311,0.0031288757
100144,0.79392797,0.027990587,0.10362231,0.074459165
100145,0.77563214,0.029746361,0.10061157,0.09401
100146,0.89145863,0.03942153,0.04341992,0.025699826
100147,0.84288955,0.024243742,0.11405075,0.018815951
100148,0.5983645,0.05796419,0.13978904,0.20388225
100149,0.5460691,0.061905354,0.1436313,0.24839434
100150,0.9668104,0.006794956,0.013186588,0.013208084
100151,0.43008476,0.13453911,0.4314085,0.0039676917
100152,0.70056105,0.06271849,0.12819873,0.10852178
100153,0.3638217,0.050627995,0.1523238,0.4332266
100154,0.91565317,0.028862521,0.032649208,0.02283517
100155,0.042368114,0.011065297,0.080423556,0.866143
100156,0.87535596,0.0064453627,0.09614429,0.022054352
100157,0.90527755,0.03445526,0.05083588,0.009431336
100158,0.87962157,0.04952629,0.05175757,0.019094551
100159,0.70656294,0.027412582,0.12217324,0.14385119
100160,0.63235825,0.052436426,0.25590453,0.059300777
100161,0.111605056,0.012024402,0.78975064,0.08661994
100162,0.05170882,0.010031308,0.038913302,0.89934653
100163,0.85765356,0.0413401,0.05217317,0.048833173
100164,0.90933526,0.013154894,0.070834465,0.0066753426
100165,0.8929596,0.049175132,0.04115088,0.016714398
100166,0.6779545,0.03937402,0.11055153,0.17211998
100167,0.9330174,0.03889497,0.02132921,0.006758584
100168,0.95557445,0.023610039,0.01814562,0.0026699477
100169,0.73855793,0.04514615,0.2117594,0.0045365784
100170,0.8960508,0.021229262,0.060640294,0.022079665
100171,0.58880365,0.026896434,0.21965028,0.1646496
100172,0.9732099,0.01609985,0.008155074,0.002535179
100173,0.9528045,0.022156721,0.021850998,0.003187848
100174,0.80051136,0.036376085,0.10502978,0.058082912
100175,0.7650928,0.031885076,0.12632707,0.076695144
100176,0.0730588,0.015363619,0.070997916,0.8405797
100177,0.3359806,0.06854279,0.14934321,0.44613335
100178,0.926566,0.006778255,0.066486396,0.00016922582
100179,0.79328924,0.013970347,0.18333583,0.00940451
100180,0.019391272,0.005079066,0.004182385,0.97134733
100181,0.19635971,0.025478598,0.10795306,0.6702087
100182,0.81738883,0.041603085,0.13726628,0.0037418378
100183,0.9808966,0.010537323,0.0072096554,0.0013564031
100184,0.94714636,0.014041876,0.0038721089,0.034939706
100185,0.64865696,0.05309899,0.123635456,0.17460865
100186,0.924262,0.022737741,0.033840936,0.019159317
100187,0.79411316,0.054105405,0.13090633,0.020875143
100188,0.12856516,0.017293788,0.8113179,0.042823084
100189,0.45638105,0.041314617,0.29423648,0.2080678
100190,0.93371296,0.027639888,0.016509116,0.022137964
100191,0.904256,0.054661725,0.025510935,0.0155714005
100192,0.6897788,0.047891013,0.23634389,0.02598625
100193,0.7769167,0.06731459,0.11813787,0.03763086
100194,0.9819162,0.011241138,0.005246423,0.0015962828
100195,0.3963182,0.12394468,0.47837725,0.0013599156
100196,0.81879205,0.037401684,0.09710075,0.04670556
100197,0.9766491,0.013505626,0.0061715553,0.0036736752
100198,0.86290485,0.044367727,0.039391644,0.0533358
100199,0.6353802,0.16739042,0.10025027,0.09697911
100200,0.95502126,0.03410598,0.007908137,0.0029646326
100201,0.8488861,0.06024362,0.031125281,0.059744995
100202,0.015117857,0.0044074487,0.0050838026,0.97539085
100203,0.6546462,0.04078799,0.13380696,0.17075881
100204,0.24553004,0.029049592,0.70467925,0.020741154
100205,0.036733214,0.0065585207,0.03390639,0.9228019
100206,0.09070413,0.011116958,0.7865116,0.11166728
100207,0.021060387,0.0031928038,0.013450716,0.96229607
100208,0.8932577,0.01966054,0.06462689,0.022454822
100209,0.7481031,0.065752536,0.17578942,0.0103549315
100210,0.10400535,0.010360315,0.8822778,0.0033565501
100211,0.018106407,0.0029879801,0.0057300352,0.9731756
100212,0.718036,0.11049914,0.09987598,0.071588814
100213,0.81825775,0.021988528,0.07890786,0.08084583
100214,0.68351746,0.09577487,0.09840931,0.12229839
100215,0.9778267,0.010106603,0.010501339,0.001565321
100216,0.8039356,0.034985878,0.05395888,0.10711961
100217,0.9520605,0.027607676,0.014580269,0.005751546
100218,0.9732058,0.018478444,0.0068388544,0.0014768747
100219,0.9482504,0.029062197,0.009460834,0.013226558
100220,0.0936317,0.026678443,0.24274626,0.63694364
100221,0.7522459,0.13876466,0.062147155,0.046842214
100222,0.8342318,0.09272542,0.06970287,0.0033399912
100223,0.8974843,0.047627985,0.036303025,0.018584715
100224,0.6508148,0.07957709,0.12838633,0.14122185
100225,0.59023166,0.21089341,0.17929024,0.019584676
100226,0.61089337,0.048537295,0.093019925,0.24754941
100227,0.8944044,0.03234715,0.045018006,0.028230455
100228,0.53927916,0.15458636,0.2910206,0.015113906
100229,0.09840789,0.007921386,0.873724,0.019946843
100230,0.10302357,0.010451581,0.7799177,0.10660709
100231,0.8632759,0.06047004,0.05379044,0.022463704
100232,0.9152599,0.028679607,0.032903258,0.023157343
100233,0.7504453,0.027794814,0.07128876,0.15047118
100234,0.96734995,0.010235821,0.020128792,0.0022855
100235,0.98794556,0.0047970302,0.0049918415,0.0022656359
100236,0.9929939,0.005167817,0.00095068157,0.0008875201
100237,0.03879227,0.012683962,0.02703597,0.92148775
100238,0.92209196,0.023099348,0.031724114,0.023084594
100239,0.5653075,0.09517737,0.30873784,0.030777222
100240,0.9757141,0.014076777,0.008605109,0.0016039185
100241,0.582391,0.1103842,0.30292213,0.004302677
100242,0.7141089,0.004870886,0.27586532,0.005154847
100243,0.962322,0.012072443,0.011137832,0.014467775
100244,0.065576516,0.05084206,0.88070023,0.0028811756
100245,0.94278926,0.017922997,0.035250396,0.0040372657
100246,0.79927254,0.10602592,0.085704334,0.008997297
100247,0.8911529,0.04902192,0.05493984,0.00488522
100248,0.2923701,0.10625008,0.5974237,0.003956087
100249,0.1414333,0.0137185585,0.15841842,0.68642974
100250,0.92381483,0.05338811,0.018830905,0.0039662323
100251,0.14530858,0.01709369,0.7206341,0.11696363
100252,0.12997782,0.01778733,0.081501715,0.7707332
100253,0.8735009,0.048675835,0.07531136,0.0025119542
100254,0.8025989,0.110302135,0.07983927,0.0072598024
100255,0.7962589,0.07765989,0.08072371,0.045357447
100256,0.8879095,0.033384345,0.040901355,0.037804842
100257,0.9037658,0.054281283,0.039870787,0.0020821074
100258,0.95539075,0.023805063,0.014286076,0.006518175
100259,0.044956237,0.014103239,0.026681453,0.91425914
100260,0.025028883,0.018750317,0.9556189,0.0006019754
100261,0.13196854,0.03277784,0.05397644,0.7812772
100262,0.041033324,0.009935331,0.049680375,0.89935094
100263,0.3715024,0.36751243,0.23552446,0.025460675
100264,0.92339,0.019469205,0.044025905,0.013114865
100265,0.9636816,0.017045455,0.009746544,0.009526551
100266,0.07221753,0.020194104,0.047476713,0.86011165
100267,0.8989385,0.044568613,0.040226467,0.016266428
100268,0.20941812,0.02280222,0.06080891,0.70697075
100269,0.7152654,0.029852033,0.1335671,0.12131553
100270,0.07942717,0.018830294,0.036145598,0.86559695
100271,0.81228983,0.07116048,0.10681661,0.009733116
100272,0.040439766,0.009294146,0.24578595,0.7044801
100273,0.66872257,0.07510835,0.09000317,0.16616589
100274,0.52124417,0.04777339,0.17348114,0.25750127
100275,0.8994015,0.037968352,0.03301763,0.029612549
100276,0.09920225,0.12965764,0.7675667,0.0035733653
100277,0.8188145,0.028003573,0.043399945,0.10978192
100278,0.43301105,0.12685089,0.20461401,0.23552403
100279,0.64798975,0.07057426,0.2085839,0.07285213
100280,0.9547161,0.011850975,0.019962892,0.013470012
100281,0.9792687,0.009645178,0.008618974,0.00246718
100282,0.07466581,0.013577124,0.7993334,0.112423696
100283,0.66841745,0.032461017,0.06568649,0.23343517
100284,0.09240117,0.009304336,0.581662,0.31663254
100285,0.88215613,0.037430648,0.026134381,0.05427886
100286,0.17136854,0.11580842,0.7100063,0.0028167926
100287,0.8949073,0.05649003,0.046573367,0.0020291556
100288,0.61798406,0.20884755,0.16059718,0.012571279
100289,0.27730426,0.02062294,0.47237995,0.22969288
100290,0.0621101,0.013095053,0.07816726,0.8466276
100291,0.9119051,0.029834218,0.033611376,0.024649259
100292,0.9400921,0.023713065,0.02583082,0.010364056
100293,0.2701394,0.024725089,0.23238277,0.4727527
100294,0.24685283,0.27064013,0.46468177,0.017825205
100295,0.7755469,0.036296584,0.12600844,0.062147945
100296,0.90514094,0.035739005,0.034841325,0.024278736
100297,0.983863,0.0057085543,0.009275548,0.0011528825
100298,0.053715046,0.009234759,0.03667425,0.9003759
100299,0.3287015,0.028777275,0.11512024,0.52740103
100300,0.2820297,0.09011827,0.07983801,0.548014
100301,0.86809963,0.033284027,0.066787966,0.031828467
100302,0.88287014,0.04251998,0.020183288,0.054426644
100303,0.5983173,0.047628716,0.08951772,0.2645363
100304,0.9341195,0.015389384,0.026815537,0.023675548
100305,0.7680255,0.05020936,0.13126373,0.050501406
100306,0.6932875,0.03944368,0.25806656,0.009202286
100307,0.5354975,0.06705727,0.12265756,0.27478772
100308,0.90412724,0.028465476,0.042434774,0.024972646
100309,0.8006743,0.082658045,0.054233976,0.062433682
100310,0.42078334,0.16563384,0.123913296,0.28966948
100311,0.16750073,0.01169616,0.7359657,0.08483732
100312,0.9761644,0.009300348,0.012342904,0.0021923152
100313,0.015569263,0.0029792322,0.014597396,0.9668541
100314,0.8849304,0.038831603,0.04747247,0.028765656
100315,0.7630834,0.06810055,0.073797084,0.09501899
100316,0.10624296,0.01603593,0.58451635,0.29320472
100317,0.08724796,0.009190609,0.10937576,0.79418564
100318,0.98837936,0.0065463902,0.0043061073,0.00076806475
100319,0.9650324,0.011114035,0.012837564,0.011016108
100320,0.070934586,0.1111276,0.8150279,0.0029099358
100321,0.976499,0.012736956,0.008419151,0.0023448034
100322,0.88390887,0.024758046,0.054228585,0.037104495
100323,0.92484444,0.030086152,0.009868073,0.035201408
100324,0.09278712,0.022598395,0.27739647,0.607218
100325,0.6688721,0.025692973,0.1037448,0.20169021
100326,0.9061197,0.05139664,0.040185317,0.002298299
100327,0.94008577,0.017737871,0.032269347,0.00990707
100328,0.8235053,0.069349304,0.10456414,0.002581248
100329,0.1464526,0.04969346,0.07877465,0.72507924
100330,0.3227952,0.06409814,0.6108992,0.0022074678
100331,0.99215615,0.005275362,0.0021690198,0.00039935397
100332,0.35104,0.026572395,0.081804514,0.5405831
100333,0.7241301,0.030785913,0.1349743,0.110109694
100334,0.8305228,0.0386999,0.06796884,0.06280856
100335,0.48760515,0.097557716,0.3775953,0.03724173
100336,0.960073,0.009901801,0.026308803,0.0037164614
100337,0.98365986,0.005787807,0.0099238595,0.00062852626
100338,0.81367135,0.07098587,0.10787263,0.007470225
100339,0.9752985,0.013843331,0.008256697,0.0026014878
100340,0.96793735,0.00983334,0.016399216,0.005830132
100341,0.5988509,0.0314882,0.09973003,0.2699308
100342,0.99389714,0.003905721,0.0015864022,0.0006107706
100343,0.2860315,0.016278833,0.21049497,0.4871947
100344,0.69278705,0.054387253,0.08396025,0.16886543
100345,0.77761173,0.034796305,0.056149136,0.13144273
100346,0.9644885,0.023908773,0.009666653,0.0019360549
100347,0.84503853,0.04968263,0.091712624,0.013566189
100348,0.852483,0.05218591,0.05053514,0.044796053
100349,0.9076382,0.034693263,0.044729136,0.012939456
100350,0.9244231,0.026573969,0.016579699,0.032423317
100351,0.046218246,0.007897043,0.023033457,0.92285126
100352,0.7845458,0.07912355,0.10164116,0.034689512
100353,0.86664885,0.05659566,0.070344955,0.0064105964
100354,0.8486866,0.09970922,0.04332645,0.008277844
100355,0.03067223,0.00618649,0.014178232,0.948963
100356,0.07189076,0.015440803,0.05981529,0.8528531
100357,0.85115874,0.036192242,0.07557605,0.037072975
100358,0.72378486,0.0237053,0.25215232,0.00035753913
100359,0.7091074,0.10066267,0.14225315,0.04797673
100360,0.72368777,0.09407971,0.0914274,0.090805225
100361,0.25767627,0.09614896,0.6448336,0.0013412661
100362,0.9125406,0.029769659,0.039872427,0.017817324
100363,0.9677797,0.016528495,0.014195415,0.0014964147
100364,0.9708981,0.019088348,0.0066452343,0.0033683681
100365,0.6816225,0.06742724,0.2422282,0.008722043
100366,0.84583294,0.02547163,0.112474106,0.01622127
100367,0.9645545,0.0100576,0.023025198,0.002362692
100368,0.8699244,0.056562163,0.06619608,0.007317398
100369,0.3766189,0.022665596,0.57971585,0.020999715
100370,0.7835639,0.072957575,0.13065803,0.012820413
100371,0.81288713,0.0468509,0.12607183,0.014190225
100372,0.9878005,0.008802209,0.0016708891,0.0017264443
100373,0.90712065,0.022431199,0.03976259,0.030685535
100374,0.7533362,0.033470936,0.19483012,0.018362746
100375,0.84833163,0.06263186,0.08467989,0.0043566623
100376,0.6456763,0.07350861,0.23176217,0.049052853
100377,0.9915782,0.00511422,0.0024823402,0.00082524563
100378,0.8067883,0.02470929,0.09526439,0.07323794
100379,0.10305003,0.018272387,0.06674993,0.8119276
100380,0.7433368,0.015740724,0.22678186,0.014140628
100381,0.95201284,0.014840215,0.015345055,0.017801862
100382,0.8948017,0.028018897,0.053268936,0.023910556
100383,0.08518853,0.023396235,0.22928323,0.662132
100384,0.1139626,0.013033599,0.8208097,0.052194107
100385,0.515932,0.026512884,0.2646775,0.19287762
100386,0.93010527,0.03432927,0.021660443,0.01390516
100387,0.8682288,0.087386794,0.037001535,0.00738289
100388,0.8482734,0.024515962,0.062231872,0.06497877
100389,0.09730247,0.0071144192,0.56657654,0.32900646
100390,0.24843992,0.01857383,0.56514996,0.16783626
100391,0.6513346,0.05450791,0.14754465,0.14661287
100392,0.8593915,0.036269527,0.053576894,0.05076199
100393,0.40337998,0.050110098,0.2591254,0.28738457
100394,0.61131406,0.020828875,0.3348261,0.033031035
100395,0.05060936,0.015796285,0.018085444,0.9155089
100396,0.6273267,0.054269314,0.1643837,0.15402032
100397,0.2677453,0.041060515,0.16335599,0.52783823
100398,0.41130984,0.043360427,0.5214907,0.023839077
100399,0.9187617,0.04469347,0.03388367,0.0026612403
100400,0.531374,0.021721072,0.42082077,0.026084144
100401,0.45747846,0.16041982,0.37976295,0.002338793
100402,0.15790111,0.013857053,0.82815534,8.654461e-05
100403,0.77269894,0.051674355,0.06423643,0.111390404
100404,0.9782177,0.0036405954,0.01807556,6.6108514e-05
100405,0.17302726,0.029729676,0.1357076,0.6615355
100406,0.88519454,0.04637444,0.038686797,0.029744174
100407,0.92765397,0.023558838,0.04040803,0.0083791
100408,0.5856379,0.06897655,0.08910105,0.25628445
100409,0.8697325,0.036936928,0.08375454,0.009576144
100410,0.8621073,0.029277775,0.06788666,0.040728368
100411,0.60170615,0.06767177,0.1499768,0.1806453
100412,0.9246374,0.028775096,0.019629229,0.026958235
100413,0.055312976,0.0048430706,0.04802525,0.8918187
100414,0.113555044,0.0138519285,0.7607217,0.11187142
100415,0.8230232,0.048038024,0.12556803,0.0033707616
100416,0.5626671,0.05481152,0.12750174,0.2550196
100417,0.06253417,0.014228768,0.028569557,0.89466745
100418,0.1364066,0.01945804,0.33849192,0.5056435
100419,0.93618,0.017098978,0.04086622,0.0058548506
100420,0.010660479,0.002337042,0.0040210765,0.9829814
100421,0.023942392,0.0040012933,0.01701884,0.9550375
100422,0.98076093,0.010272827,0.0030617225,0.0059046536
100423,0.05920289,0.019771442,0.1407981,0.78022754
100424,0.0877985,0.0070490064,0.8260327,0.0791198
100425,0.79417586,0.046086237,0.12741545,0.032322403
100426,0.9721676,0.012312436,0.014405504,0.0011143995
100427,0.98619336,0.006913926,0.0059026666,0.00099008
100428,0.7912833,0.03338701,0.11371337,0.061616316
100429,0.48863596,0.13034274,0.34702027,0.03400107
100430,0.726365,0.05723525,0.1502438,0.06615598
100431,0.8226313,0.0329885,0.06137415,0.08300607
100432,0.6097016,0.06762076,0.16581257,0.15686509
100433,0.9632956,0.009941321,0.021662619,0.0051005804
100434,0.72506803,0.025256276,0.24927226,0.00040349475
100435,0.6832729,0.056978572,0.16163993,0.098108634
100436,0.97192377,0.014576742,0.011367155,0.0021323022
100437,0.026762443,0.00609579,0.025681224,0.9414605
100438,0.79737914,0.065141834,0.13351674,0.0039622895
100439,0.65772104,0.06968857,0.10079652,0.17179385
100440,0.053158842,0.014714191,0.43334582,0.49878114
100441,0.95695543,0.027595846,0.010974341,0.004474515
100442,0.9851694,0.013135014,0.0009631325,0.00073250954
100443,0.063863024,0.012255752,0.30265245,0.62122875
100444,0.18930005,0.024230586,0.08543639,0.70103294
100445,0.07393643,0.008090759,0.10576313,0.81220967
100446,0.90194935,0.01565608,0.075236365,0.0071581993
100447,0.25348282,0.033370566,0.3530538,0.3600928
100448,0.9204771,0.047578458,0.025761716,0.0061827525
100449,0.6878747,0.017034246,0.27795553,0.017135574
100450,0.7776702,0.07529312,0.10615252,0.040884133
100451,0.77108574,0.009856624,0.16768983,0.05136784
100452,0.8928315,0.06540566,0.03880059,0.0029622721
100453,0.7289326,0.06206489,0.08097247,0.12803006
100454,0.94281036,0.013929901,0.0074805254,0.03577914
100455,0.5108777,0.084658146,0.36442214,0.040042065
100456,0.9904467,0.0062121255,0.002335393,0.0010056682
100457,0.99076885,0.005022705,0.0020852373,0.0021232374
100458,0.75877875,0.13692042,0.07752636,0.02677454
100459,0.97014004,0.0129950065,0.014340364,0.0025246
100460,0.033269316,0.010078519,0.012130181,0.944522
100461,0.743094,0.10550972,0.074632764,0.07676347
100462,0.8698688,0.048766304,0.06631026,0.015054687
100463,0.89487785,0.06168603,0.036774542,0.006661605
100464,0.938459,0.027796168,0.022766808,0.010977956
100465,0.26696363,0.030187812,0.43448895,0.2683596
100466,0.37907788,0.017529733,0.5692608,0.034131687
100467,0.4586941,0.056277633,0.32304773,0.16198047
100468,0.7550549,0.06875971,0.034854382,0.14133091
100469,0.16294037,0.029531395,0.15818495,0.64934325
100470,0.96696514,0.016040506,0.014524797,0.0024697275
100471,0.036963105,0.0077246195,0.011744204,0.94356805
100472,0.81180716,0.04239868,0.1051126,0.040681552
100473,0.8877034,0.0522792,0.056839284,0.0031781904
100474,0.8024921,0.013185133,0.1742167,0.010106057
100475,0.6090039,0.1060258,0.27528304,0.009687245
100476,0.8608734,0.0321471,0.055251088,0.051728368
100477,0.91624224,0.02509125,0.052489568,0.0061769043
100478,0.92686135,0.032082226,0.018699544,0.02235691
100479,0.9383151,0.02427866,0.021561516,0.015844708
100480,0.8306291,0.066691615,0.09697625,0.0057030427
100481,0.93289536,0.016891666,0.031379987,0.018833073
100482,0.95692235,0.011400205,0.026878834,0.0047986195
100483,0.060524236,0.016443789,0.11010619,0.81292576
100484,0.8836544,0.047624525,0.057811774,0.010909256
100485,0.89827806,0.0068151085,0.08338354,0.011523354
100486,0.899128,0.04419347,0.054879706,0.0017988605
100487,0.6287717,0.061379295,0.14717782,0.16267124
100488,0.829867,0.079379946,0.076134406,0.014618618
100489,0.17400895,0.03570164,0.14974357,0.64054585
100490,0.61873835,0.04752965,0.11325974,0.22047237
100491,0.7102928,0.038325734,0.06549108,0.1858903
100492,0.9795696,0.0053494107,0.013330203,0.0017507897
100493,0.6263487,0.067881756,0.14009833,0.16567121
100494,0.8481358,0.07436864,0.072687455,0.004807975
100495,0.74012184,0.082168676,0.12444245,0.05326706
100496,0.08745169,0.010130289,0.86222005,0.040197957
100497,0.8163803,0.016646665,0.15312938,0.013843619
100498,0.7228093,0.05652123,0.0797919,0.14087754
100499,0.4428932,0.16338468,0.39365312,6.892819e-05
100500,0.94345504,0.015898174,0.006405452,0.03424124
100501,0.71925974,0.1421453,0.09816471,0.040430214
100502,0.11833292,0.012007811,0.80925214,0.060407117
100503,0.11405263,0.0072604856,0.05893275,0.8197541
100504,0.2501316,0.043121774,0.14889103,0.55785555
100505,0.9812402,0.0129847,0.004422682,0.00135246
100506,0.8709122,0.007301184,0.094874956,0.026911566
100507,0.9783961,0.012456283,0.0073009087,0.0018466542
100508,0.7842472,0.014183159,0.18838193,0.013187732
100509,0.025350673,0.003658546,0.0131301945,0.9578606
100510,0.7903768,0.032943342,0.10735477,0.06932512
